ward_id,prov,ward_name,timestamp,rain_mm_idw
tỉnh Quảng Ngãi | Sơn Hà,tỉnh Quảng Ngãi,Sơn Hà,2025-11-16 9:00,20.15443479
tỉnh Quảng Ngãi | Sơn Hạ,tỉnh Quảng Ngãi,Sơn Hạ,2025-11-16 9:00,9.083727545
tỉnh Quảng Ngãi | Sơn Kỳ,tỉnh Quảng Ngãi,Sơn Kỳ,2025-11-16 9:00,14.96049049
tỉnh Quảng Ngãi | Sơn Linh,tỉnh Quảng Ngãi,Sơn Linh,2025-11-16 9:00,12.64500761
tỉnh Quảng Ngãi | Sơn Mai,tỉnh Quảng Ngãi,Sơn Mai,2025-11-16 9:00,1.837098753
tỉnh Quảng Ngãi | Sơn Thủy,tỉnh Quảng Ngãi,Sơn Thủy,2025-11-16 9:00,14.02812039
tỉnh Quảng Ngãi | Sơn Tây,tỉnh Quảng Ngãi,Sơn Tây,2025-11-16 9:00,24.79360071
tỉnh Quảng Ngãi | Sơn Tây Hạ,tỉnh Quảng Ngãi,Sơn Tây Hạ,2025-11-16 9:00,19.64861169
tỉnh Quảng Ngãi | Sơn Tây Thượng,tỉnh Quảng Ngãi,Sơn Tây Thượng,2025-11-16 9:00,16.75974069
tỉnh Quảng Ngãi | Thanh Bồng,tỉnh Quảng Ngãi,Thanh Bồng,2025-11-16 9:00,7.28183691
tỉnh Quảng Ngãi | Thiện Tín,tỉnh Quảng Ngãi,Thiện Tín,2025-11-16 9:00,1.985295892
tỉnh Quảng Ngãi | Trà Bồng,tỉnh Quảng Ngãi,Trà Bồng,2025-11-16 9:00,3.240935521
tỉnh Quảng Ngãi | Trà Câu,tỉnh Quảng Ngãi,Trà Câu,2025-11-16 9:00,2.244494782
tỉnh Quảng Ngãi | Trà Giang,tỉnh Quảng Ngãi,Trà Giang,2025-11-16 9:00,3.828285374
tỉnh Quảng Ngãi | Trường Giang,tỉnh Quảng Ngãi,Trường Giang,2025-11-16 9:00,3.42340092
tỉnh Quảng Ngãi | Tây Trà,tỉnh Quảng Ngãi,Tây Trà,2025-11-16 9:00,12.19916961
tỉnh Quảng Ngãi | Tây Trà Bồng,tỉnh Quảng Ngãi,Tây Trà Bồng,2025-11-16 9:00,12.71147897
tỉnh Quảng Ngãi | Ya Ly,tỉnh Quảng Ngãi,Ya Ly,2025-11-16 9:00,3.720926946
tỉnh Quảng Ngãi | Đình Cương,tỉnh Quảng Ngãi,Đình Cương,2025-11-16 9:00,1.132726585
tỉnh Quảng Ngãi | Đông Trà Bồng,tỉnh Quảng Ngãi,Đông Trà Bồng,2025-11-16 9:00,2.811097282
tỉnh Quảng Ngãi | Đăk Bla,tỉnh Quảng Ngãi,Đăk Bla,2025-11-16 9:00,5.647779247
tỉnh Quảng Ngãi | Đăk Cấm,tỉnh Quảng Ngãi,Đăk Cấm,2025-11-16 9:00,5.821472565
tỉnh Quảng Ngãi | Đăk Hà,tỉnh Quảng Ngãi,Đăk Hà,2025-11-16 9:00,5.756757589
tỉnh Quảng Ngãi | Đăk Kôi,tỉnh Quảng Ngãi,Đăk Kôi,2025-11-16 9:00,7.834468111
tỉnh Quảng Ngãi | Đăk Mar,tỉnh Quảng Ngãi,Đăk Mar,2025-11-16 9:00,3.856487322
tỉnh Quảng Ngãi | Đăk Pxi,tỉnh Quảng Ngãi,Đăk Pxi,2025-11-16 9:00,2.815785215
tỉnh Quảng Ngãi | Đăk Rve,tỉnh Quảng Ngãi,Đăk Rve,2025-11-16 9:00,8.742989068
tỉnh Quảng Ngãi | Đăk Rơ Wa,tỉnh Quảng Ngãi,Đăk Rơ Wa,2025-11-16 9:00,5.796977278
tỉnh Quảng Ngãi | Đăk Tô,tỉnh Quảng Ngãi,Đăk Tô,2025-11-16 9:00,1.756845734
tỉnh Quảng Ngãi | Đăk Ui,tỉnh Quảng Ngãi,Đăk Ui,2025-11-16 9:00,4.960114822
tỉnh Quảng Ngãi | Đặng Thùy Trâm,tỉnh Quảng Ngãi,Đặng Thùy Trâm,2025-11-16 9:00,2.397026724
tỉnh Quảng Ngãi | Đức Phổ,tỉnh Quảng Ngãi,Đức Phổ,2025-11-16 9:00,3.147851964
tỉnh Đắk Lắk | Bình Kiến,tỉnh Đắk Lắk,Bình Kiến,2025-11-16 9:00,1.86056533
tỉnh Đắk Lắk | Cư M’ta,tỉnh Đắk Lắk,Cư M’ta,2025-11-16 9:00,3.786051333
tỉnh Đắk Lắk | Cư Prao,tỉnh Đắk Lắk,Cư Prao,2025-11-16 9:00,4.826726493
tỉnh Đắk Lắk | Cư Pui,tỉnh Đắk Lắk,Cư Pui,2025-11-16 9:00,2.049516175
tỉnh Đắk Lắk | Cư Yang,tỉnh Đắk Lắk,Cư Yang,2025-11-16 9:00,1.385831956
tỉnh Đắk Lắk | Ea Bá,tỉnh Đắk Lắk,Ea Bá,2025-11-16 9:00,2.836577374
tỉnh Đắk Lắk | Ea Knốp,tỉnh Đắk Lắk,Ea Knốp,2025-11-16 9:00,2.179673262
tỉnh Đắk Lắk | Ea Ly,tỉnh Đắk Lắk,Ea Ly,2025-11-16 9:00,3.980581218
tỉnh Đắk Lắk | Ea Păl,tỉnh Đắk Lắk,Ea Păl,2025-11-16 9:00,1.346169139
tỉnh Đắk Lắk | Ea Riêng,tỉnh Đắk Lắk,Ea Riêng,2025-11-16 9:00,3.171268406
tỉnh Đắk Lắk | Ea Trang,tỉnh Đắk Lắk,Ea Trang,2025-11-16 9:00,4.391253116
tỉnh Đắk Lắk | Hòa Sơn,tỉnh Đắk Lắk,Hòa Sơn,2025-11-16 9:00,1.588668002
tỉnh Đắk Lắk | Krông Bông,tỉnh Đắk Lắk,Krông Bông,2025-11-16 9:00,1.205279439
tỉnh Đắk Lắk | Krông Á,tỉnh Đắk Lắk,Krông Á,2025-11-16 9:00,5.96464425
tỉnh Đắk Lắk | M’Drắk,tỉnh Đắk Lắk,M’Drắk,2025-11-16 9:00,3.350282244
tỉnh Đắk Lắk | Phú Hòa 1,tỉnh Đắk Lắk,Phú Hòa 1,2025-11-16 9:00,2.583629671
tỉnh Đắk Lắk | Phú Hòa 2,tỉnh Đắk Lắk,Phú Hòa 2,2025-11-16 9:00,2.476535276
tỉnh Đắk Lắk | Phú Mỡ,tỉnh Đắk Lắk,Phú Mỡ,2025-11-16 9:00,4.139534551
tỉnh Đắk Lắk | Phú Yên,tỉnh Đắk Lắk,Phú Yên,2025-11-16 9:00,2.027687621
tỉnh Đắk Lắk | Sông Hinh,tỉnh Đắk Lắk,Sông Hinh,2025-11-16 9:00,2.748406062
tỉnh Đắk Lắk | Sơn Hòa,tỉnh Đắk Lắk,Sơn Hòa,2025-11-16 9:00,2.419048414
tỉnh Đắk Lắk | Sơn Thành,tỉnh Đắk Lắk,Sơn Thành,2025-11-16 9:00,1.374913646
tỉnh Đắk Lắk | Tuy An Nam,tỉnh Đắk Lắk,Tuy An Nam,2025-11-16 9:00,1.223461185
tỉnh Đắk Lắk | Tuy An Tây,tỉnh Đắk Lắk,Tuy An Tây,2025-11-16 9:00,2.087012514
tỉnh Đắk Lắk | Tuy Hòa,tỉnh Đắk Lắk,Tuy Hòa,2025-11-16 9:00,2.223208061
tỉnh Đắk Lắk | Tây Hòa,tỉnh Đắk Lắk,Tây Hòa,2025-11-16 9:00,2.470948214
tỉnh Đắk Lắk | Tây Sơn,tỉnh Đắk Lắk,Tây Sơn,2025-11-16 9:00,1.608461417
tỉnh Đắk Lắk | Vân Hòa,tỉnh Đắk Lắk,Vân Hòa,2025-11-16 9:00,3.689464337
tỉnh Đắk Lắk | Xuân Lãnh,tỉnh Đắk Lắk,Xuân Lãnh,2025-11-16 9:00,11.81044778
tỉnh Đắk Lắk | Xuân Thọ,tỉnh Đắk Lắk,Xuân Thọ,2025-11-16 9:00,1.332517724
tỉnh Đắk Lắk | Xuân Đài,tỉnh Đắk Lắk,Xuân Đài,2025-11-16 9:00,1.131175838
tỉnh Đắk Lắk | Yang Mao,tỉnh Đắk Lắk,Yang Mao,2025-11-16 9:00,2.495297807
tỉnh Đắk Lắk | Đông Hòa,tỉnh Đắk Lắk,Đông Hòa,2025-11-16 9:00,1.33095823
tỉnh Đắk Lắk | Đồng Xuân,tỉnh Đắk Lắk,Đồng Xuân,2025-11-16 9:00,2.416233609
tỉnh Đắk Lắk | Đức Bình,tỉnh Đắk Lắk,Đức Bình,2025-11-16 9:00,1.565648356
TP Huế | A Lưới 1,TP Huế,A Lưới 1,2025-11-16 10:00,12.69271365
TP Huế | A Lưới 2,TP Huế,A Lưới 2,2025-11-16 10:00,7.211331181
TP Huế | A Lưới 3,TP Huế,A Lưới 3,2025-11-16 10:00,7.481205317
TP Huế | A Lưới 4,TP Huế,A Lưới 4,2025-11-16 10:00,7.092017725
TP Huế | A Lưới 5,TP Huế,A Lưới 5,2025-11-16 10:00,11.30800346
TP Huế | Bình Điền,TP Huế,Bình Điền,2025-11-16 10:00,7.720628941
TP Huế | Chân Mây - Lăng Cô,TP Huế,Chân Mây - Lăng Cô,2025-11-16 10:00,1.072052497
TP Huế | Hưng Lộc,TP Huế,Hưng Lộc,2025-11-16 10:00,4.052455886
TP Huế | Khe Tre,TP Huế,Khe Tre,2025-11-16 10:00,2.752232791
TP Huế | Kim Long,TP Huế,Kim Long,2025-11-16 10:00,1.594527245
TP Huế | Long Quảng,TP Huế,Long Quảng,2025-11-16 10:00,2.092269188
TP Huế | Lộc An,TP Huế,Lộc An,2025-11-16 10:00,5.079380703
TP Huế | Nam Đông,TP Huế,Nam Đông,2025-11-16 10:00,3.434889071
TP Huế | Phong Thái,TP Huế,Phong Thái,2025-11-16 10:00,1.026318908
TP Huế | Phong Điền,TP Huế,Phong Điền,2025-11-16 10:00,7.830640081
TP Huế | Phú Bài,TP Huế,Phú Bài,2025-11-16 10:00,4.110868176
TP Huế | Phú Lộc,TP Huế,Phú Lộc,2025-11-16 10:00,3.405035451
TP Huế | Phú Vang,TP Huế,Phú Vang,2025-11-16 10:00,2.375033274
TP Huế | Phú Vinh,TP Huế,Phú Vinh,2025-11-16 10:00,1.407484193
TP Huế | Vinh Lộc,TP Huế,Vinh Lộc,2025-11-16 10:00,3.211495355
TP Đà Nẵng | Avương,TP Đà Nẵng,Avương,2025-11-16 10:00,4.007398779
TP Đà Nẵng | Bàn Thạch,TP Đà Nẵng,Bàn Thạch,2025-11-16 10:00,1.036429937
TP Đà Nẵng | Bến Giằng,TP Đà Nẵng,Bến Giằng,2025-11-16 10:00,13.36924465
TP Đà Nẵng | Bến Hiên,TP Đà Nẵng,Bến Hiên,2025-11-16 10:00,6.370993851
TP Đà Nẵng | Chiên Đàn,TP Đà Nẵng,Chiên Đàn,2025-11-16 10:00,2.585222118
TP Đà Nẵng | Hiệp Đức,TP Đà Nẵng,Hiệp Đức,2025-11-16 10:00,19.10113405
TP Đà Nẵng | Hà Nha,TP Đà Nẵng,Hà Nha,2025-11-16 10:00,2.655027413
TP Đà Nẵng | Hùng Sơn,TP Đà Nẵng,Hùng Sơn,2025-11-16 10:00,1.826288002
TP Đà Nẵng | Hương Trà,TP Đà Nẵng,Hương Trà,2025-11-16 10:00,1.045711232
TP Đà Nẵng | Khâm Đức,TP Đà Nẵng,Khâm Đức,2025-11-16 10:00,10.58531139
TP Đà Nẵng | La Dêê,TP Đà Nẵng,La Dêê,2025-11-16 10:00,5.049664527
TP Đà Nẵng | La Êê,TP Đà Nẵng,La Êê,2025-11-16 10:00,2.960417229
TP Đà Nẵng | Lãnh Ngọc,TP Đà Nẵng,Lãnh Ngọc,2025-11-16 10:00,13.07340912
TP Đà Nẵng | Nam Giang,TP Đà Nẵng,Nam Giang,2025-11-16 10:00,4.270614045
TP Đà Nẵng | Nam Trà My,TP Đà Nẵng,Nam Trà My,2025-11-16 10:00,11.22573098
TP Đà Nẵng | Nông Sơn,TP Đà Nẵng,Nông Sơn,2025-11-16 10:00,13.049113
TP Đà Nẵng | Núi Thành,TP Đà Nẵng,Núi Thành,2025-11-16 10:00,1.000654336
TP Đà Nẵng | Phú Ninh,TP Đà Nẵng,Phú Ninh,2025-11-16 10:00,5.373005317
TP Đà Nẵng | Phú Thuận,TP Đà Nẵng,Phú Thuận,2025-11-16 10:00,10.51689451
TP Đà Nẵng | Phước Chánh,TP Đà Nẵng,Phước Chánh,2025-11-16 10:00,5.414154643
TP Đà Nẵng | Phước Hiệp,TP Đà Nẵng,Phước Hiệp,2025-11-16 10:00,15.9026989
TP Đà Nẵng | Phước Năng,TP Đà Nẵng,Phước Năng,2025-11-16 10:00,4.994075666
TP Đà Nẵng | Phước Thành,TP Đà Nẵng,Phước Thành,2025-11-16 10:00,4.96513067
TP Đà Nẵng | Phước Trà,TP Đà Nẵng,Phước Trà,2025-11-16 10:00,16.73513954
TP Đà Nẵng | Quảng Phú,TP Đà Nẵng,Quảng Phú,2025-11-16 10:00,1.137775711
TP Đà Nẵng | Quế Phước,TP Đà Nẵng,Quế Phước,2025-11-16 10:00,29.1391423
TP Đà Nẵng | Quế Sơn,TP Đà Nẵng,Quế Sơn,2025-11-16 10:00,10.96478473
TP Đà Nẵng | Quế Sơn Trung,TP Đà Nẵng,Quế Sơn Trung,2025-11-16 10:00,3.246865506
TP Đà Nẵng | Sông Kôn,TP Đà Nẵng,Sông Kôn,2025-11-16 10:00,2.084765944
TP Đà Nẵng | Sơn Cẩm Hà,TP Đà Nẵng,Sơn Cẩm Hà,2025-11-16 10:00,7.18387321
TP Đà Nẵng | Tam Anh,TP Đà Nẵng,Tam Anh,2025-11-16 10:00,1.610695368
TP Đà Nẵng | Tam Hải,TP Đà Nẵng,Tam Hải,2025-11-16 10:00,1.090765789
TP Đà Nẵng | Tam Mỹ,TP Đà Nẵng,Tam Mỹ,2025-11-16 10:00,4.028378931
TP Đà Nẵng | Tam Xuân,TP Đà Nẵng,Tam Xuân,2025-11-16 10:00,1.709752767
TP Đà Nẵng | Thu Bồn,TP Đà Nẵng,Thu Bồn,2025-11-16 10:00,1.02595365
TP Đà Nẵng | Thăng Bình,TP Đà Nẵng,Thăng Bình,2025-11-16 10:00,1.696429061
TP Đà Nẵng | Thăng Phú,TP Đà Nẵng,Thăng Phú,2025-11-16 10:00,2.047503032
TP Đà Nẵng | Thăng Trường,TP Đà Nẵng,Thăng Trường,2025-11-16 10:00,1.325496972
TP Đà Nẵng | Thăng Điền,TP Đà Nẵng,Thăng Điền,2025-11-16 10:00,1.749925384
TP Đà Nẵng | Thượng Đức,TP Đà Nẵng,Thượng Đức,2025-11-16 10:00,4.88232951
TP Đà Nẵng | Thạnh Bình,TP Đà Nẵng,Thạnh Bình,2025-11-16 10:00,9.447231287
TP Đà Nẵng | Thạnh Mỹ,TP Đà Nẵng,Thạnh Mỹ,2025-11-16 10:00,10.83564636
TP Đà Nẵng | Tiên Phước,TP Đà Nẵng,Tiên Phước,2025-11-16 10:00,6.788571853
TP Đà Nẵng | Trà Giáp,TP Đà Nẵng,Trà Giáp,2025-11-16 10:00,12.14640588
TP Đà Nẵng | Trà Leng,TP Đà Nẵng,Trà Leng,2025-11-16 10:00,2.358095676
TP Đà Nẵng | Trà Linh,TP Đà Nẵng,Trà Linh,2025-11-16 10:00,9.491345429
TP Đà Nẵng | Trà Liên,TP Đà Nẵng,Trà Liên,2025-11-16 10:00,11.10962311
TP Đà Nẵng | Trà My,TP Đà Nẵng,Trà My,2025-11-16 10:00,13.93600908
TP Đà Nẵng | Trà Tân,TP Đà Nẵng,Trà Tân,2025-11-16 10:00,11.61472154
TP Đà Nẵng | Trà Tập,TP Đà Nẵng,Trà Tập,2025-11-16 10:00,8.972386383
TP Đà Nẵng | Trà Vân,TP Đà Nẵng,Trà Vân,2025-11-16 10:00,11.17814776
TP Đà Nẵng | Trà Đốc,TP Đà Nẵng,Trà Đốc,2025-11-16 10:00,9.929225973
TP Đà Nẵng | Tây Giang,TP Đà Nẵng,Tây Giang,2025-11-16 10:00,6.249130574
TP Đà Nẵng | Tây Hồ,TP Đà Nẵng,Tây Hồ,2025-11-16 10:00,2.844476219
TP Đà Nẵng | Việt An,TP Đà Nẵng,Việt An,2025-11-16 10:00,12.84819942
TP Đà Nẵng | Vu Gia,TP Đà Nẵng,Vu Gia,2025-11-16 10:00,1.231708226
TP Đà Nẵng | Đông Giang,TP Đà Nẵng,Đông Giang,2025-11-16 10:00,3.359531173
TP Đà Nẵng | Đắc Pring,TP Đà Nẵng,Đắc Pring,2025-11-16 10:00,5.792001351
TP Đà Nẵng | Đồng Dương,TP Đà Nẵng,Đồng Dương,2025-11-16 10:00,2.555594409
TP Đà Nẵng | Đức Phú,TP Đà Nẵng,Đức Phú,2025-11-16 10:00,4.763198309
tỉnh Gia Lai | Al Bá,tỉnh Gia Lai,Al Bá,2025-11-16 10:00,2.11520484
tỉnh Gia Lai | An Bình,tỉnh Gia Lai,An Bình,2025-11-16 10:00,1.386870133
tỉnh Gia Lai | An Hòa,tỉnh Gia Lai,An Hòa,2025-11-16 10:00,1.424709222
tỉnh Gia Lai | An Khê,tỉnh Gia Lai,An Khê,2025-11-16 10:00,2.08575797
tỉnh Gia Lai | An Phú,tỉnh Gia Lai,An Phú,2025-11-16 10:00,3.745977621
tỉnh Gia Lai | An Toàn,tỉnh Gia Lai,An Toàn,2025-11-16 10:00,5.640679957
tỉnh Gia Lai | An Vinh,tỉnh Gia Lai,An Vinh,2025-11-16 10:00,2.157776793
tỉnh Gia Lai | Ayun,tỉnh Gia Lai,Ayun,2025-11-16 10:00,5.668102167
tỉnh Gia Lai | Biển Hồ,tỉnh Gia Lai,Biển Hồ,2025-11-16 10:00,3.976803949
tỉnh Gia Lai | Bàu Cạn,tỉnh Gia Lai,Bàu Cạn,2025-11-16 10:00,2.878742973
tỉnh Gia Lai | Bình An,tỉnh Gia Lai,Bình An,2025-11-16 10:00,1.217085917
tỉnh Gia Lai | Bình Hiệp,tỉnh Gia Lai,Bình Hiệp,2025-11-16 10:00,1.094109295
tỉnh Gia Lai | Bình Khê,tỉnh Gia Lai,Bình Khê,2025-11-16 10:00,1.528161446
tỉnh Gia Lai | Bờ Ngoong,tỉnh Gia Lai,Bờ Ngoong,2025-11-16 10:00,3.053501418
tỉnh Gia Lai | Canh Liên,tỉnh Gia Lai,Canh Liên,2025-11-16 10:00,1.511695305
tỉnh Gia Lai | Chơ Long,tỉnh Gia Lai,Chơ Long,2025-11-16 10:00,1.220063563
tỉnh Gia Lai | Chư Krey,tỉnh Gia Lai,Chư Krey,2025-11-16 10:00,1.983382739
tỉnh Gia Lai | Chư Prông,tỉnh Gia Lai,Chư Prông,2025-11-16 10:00,2.798134573
tỉnh Gia Lai | Chư Păh,tỉnh Gia Lai,Chư Păh,2025-11-16 10:00,3.45147084
tỉnh Gia Lai | Chư Sê,tỉnh Gia Lai,Chư Sê,2025-11-16 10:00,2.455085275
tỉnh Gia Lai | Cửu An,tỉnh Gia Lai,Cửu An,2025-11-16 10:00,2.823292498
tỉnh Gia Lai | Diên Hồng,tỉnh Gia Lai,Diên Hồng,2025-11-16 10:00,3.386578715
tỉnh Gia Lai | Gào,tỉnh Gia Lai,Gào,2025-11-16 10:00,3.072944892
tỉnh Gia Lai | Hoài Ân,tỉnh Gia Lai,Hoài Ân,2025-11-16 10:00,2.691257092
tỉnh Gia Lai | Hra,tỉnh Gia Lai,Hra,2025-11-16 10:00,5.44050333
tỉnh Gia Lai | Hội Phú,tỉnh Gia Lai,Hội Phú,2025-11-16 10:00,3.435863962
tỉnh Gia Lai | Hội Sơn,tỉnh Gia Lai,Hội Sơn,2025-11-16 10:00,2.037244696
tỉnh Gia Lai | Ia Boòng,tỉnh Gia Lai,Ia Boòng,2025-11-16 10:00,2.207341424
tỉnh Gia Lai | Ia Băng,tỉnh Gia Lai,Ia Băng,2025-11-16 10:00,3.383448824
tỉnh Gia Lai | Ia Chia,tỉnh Gia Lai,Ia Chia,2025-11-16 10:00,2.045803686
tỉnh Gia Lai | Ia Dom,tỉnh Gia Lai,Ia Dom,2025-11-16 10:00,1.299864304
tỉnh Gia Lai | Ia Dơk,tỉnh Gia Lai,Ia Dơk,2025-11-16 10:00,1.857698422
tỉnh Gia Lai | Ia Grai,tỉnh Gia Lai,Ia Grai,2025-11-16 10:00,2.723475693
tỉnh Gia Lai | Ia Hrung,tỉnh Gia Lai,Ia Hrung,2025-11-16 10:00,3.075398052
tỉnh Gia Lai | Ia Khươl,tỉnh Gia Lai,Ia Khươl,2025-11-16 10:00,4.360973912
tỉnh Gia Lai | Ia Krái,tỉnh Gia Lai,Ia Krái,2025-11-16 10:00,2.931841386
tỉnh Gia Lai | Ia Krêl,tỉnh Gia Lai,Ia Krêl,2025-11-16 10:00,2.257332066
tỉnh Gia Lai | Ia Ly,tỉnh Gia Lai,Ia Ly,2025-11-16 10:00,2.357889368
tỉnh Gia Lai | Ia O,tỉnh Gia Lai,Ia O,2025-11-16 10:00,2.462355914
tỉnh Gia Lai | Ia Phí,tỉnh Gia Lai,Ia Phí,2025-11-16 10:00,3.299797668
tỉnh Gia Lai | Ia Pia,tỉnh Gia Lai,Ia Pia,2025-11-16 10:00,1.60892263
tỉnh Gia Lai | Ia RSai,tỉnh Gia Lai,Ia RSai,2025-11-16 10:00,1.027580519
tỉnh Gia Lai | Ia Tôr,tỉnh Gia Lai,Ia Tôr,2025-11-16 10:00,2.924763432
tỉnh Gia Lai | KBang,tỉnh Gia Lai,KBang,2025-11-16 10:00,9.807669187
tỉnh Gia Lai | KDang,tỉnh Gia Lai,KDang,2025-11-16 10:00,4.015535015
tỉnh Gia Lai | Kim Sơn,tỉnh Gia Lai,Kim Sơn,2025-11-16 10:00,14.40025569
tỉnh Gia Lai | Kon Chiêng,tỉnh Gia Lai,Kon Chiêng,2025-11-16 10:00,2.282703214
tỉnh Gia Lai | Kon Gang,tỉnh Gia Lai,Kon Gang,2025-11-16 10:00,4.940750099
tỉnh Gia Lai | Krong,tỉnh Gia Lai,Krong,2025-11-16 10:00,10.7158365
tỉnh Gia Lai | Kông Bơ La,tỉnh Gia Lai,Kông Bơ La,2025-11-16 10:00,4.427197721
tỉnh Gia Lai | Lơ Pang,tỉnh Gia Lai,Lơ Pang,2025-11-16 10:00,3.315558649
tỉnh Gia Lai | Mang Yang,tỉnh Gia Lai,Mang Yang,2025-11-16 10:00,6.427812682
tỉnh Gia Lai | Phù Mỹ Tây,tỉnh Gia Lai,Phù Mỹ Tây,2025-11-16 10:00,1.369644409
tỉnh Gia Lai | Phú Túc,tỉnh Gia Lai,Phú Túc,2025-11-16 10:00,1.172212758
tỉnh Gia Lai | Pleiku,tỉnh Gia Lai,Pleiku,2025-11-16 10:00,3.706112655
tỉnh Gia Lai | SRó,tỉnh Gia Lai,SRó,2025-11-16 10:00,1.3324549
tỉnh Gia Lai | Sơn Lang,tỉnh Gia Lai,Sơn Lang,2025-11-16 10:00,15.35873852
tỉnh Gia Lai | Thống Nhất,tỉnh Gia Lai,Thống Nhất,2025-11-16 10:00,3.63455028
tỉnh Gia Lai | Tơ Tung,tỉnh Gia Lai,Tơ Tung,2025-11-16 10:00,2.858961738
tỉnh Gia Lai | Vĩnh Quang,tỉnh Gia Lai,Vĩnh Quang,2025-11-16 10:00,6.148921883
tỉnh Gia Lai | Vĩnh Sơn,tỉnh Gia Lai,Vĩnh Sơn,2025-11-16 10:00,10.94371231
tỉnh Gia Lai | Vĩnh Thạnh,tỉnh Gia Lai,Vĩnh Thạnh,2025-11-16 10:00,10.18021912
tỉnh Gia Lai | Vĩnh Thịnh,tỉnh Gia Lai,Vĩnh Thịnh,2025-11-16 10:00,8.260218924
tỉnh Gia Lai | Vạn Đức,tỉnh Gia Lai,Vạn Đức,2025-11-16 10:00,5.493342165
tỉnh Gia Lai | Ya Hội,tỉnh Gia Lai,Ya Hội,2025-11-16 10:00,1.122187736
tỉnh Gia Lai | Ân Hảo,tỉnh Gia Lai,Ân Hảo,2025-11-16 10:00,2.241255707
tỉnh Gia Lai | Ân Tường,tỉnh Gia Lai,Ân Tường,2025-11-16 10:00,6.247698479
tỉnh Gia Lai | Đak Pơ,tỉnh Gia Lai,Đak Pơ,2025-11-16 10:00,1.451074113
tỉnh Gia Lai | Đak Rong,tỉnh Gia Lai,Đak Rong,2025-11-16 10:00,13.02044757
tỉnh Gia Lai | Đak Sơmei,tỉnh Gia Lai,Đak Sơmei,2025-11-16 10:00,6.459178223
tỉnh Gia Lai | Đak Đoa,tỉnh Gia Lai,Đak Đoa,2025-11-16 10:00,4.098393402
tỉnh Gia Lai | Đăk Song,tỉnh Gia Lai,Đăk Song,2025-11-16 10:00,3.45562472
tỉnh Gia Lai | Đức Cơ,tỉnh Gia Lai,Đức Cơ,2025-11-16 10:00,1.181276979
tỉnh Khánh Hòa | Anh Dũng,tỉnh Khánh Hòa,Anh Dũng,2025-11-16 10:00,1.779982019
tỉnh Khánh Hòa | Ba Ngòi,tỉnh Khánh Hòa,Ba Ngòi,2025-11-16 10:00,7.160070156
tỉnh Khánh Hòa | Bác Ái,tỉnh Khánh Hòa,Bác Ái,2025-11-16 10:00,3.45179907
tỉnh Khánh Hòa | Bác Ái Tây,tỉnh Khánh Hòa,Bác Ái Tây,2025-11-16 10:00,3.496405427
tỉnh Khánh Hòa | Bác Ái Đông,tỉnh Khánh Hòa,Bác Ái Đông,2025-11-16 10:00,6.202218169
tỉnh Khánh Hòa | Bảo An,tỉnh Khánh Hòa,Bảo An,2025-11-16 10:00,1.94401047
tỉnh Khánh Hòa | Bắc Cam Ranh,tỉnh Khánh Hòa,Bắc Cam Ranh,2025-11-16 10:00,8.789330994
tỉnh Khánh Hòa | Bắc Khánh Vĩnh,tỉnh Khánh Hòa,Bắc Khánh Vĩnh,2025-11-16 10:00,5.681357519
tỉnh Khánh Hòa | Bắc Nha Trang,tỉnh Khánh Hòa,Bắc Nha Trang,2025-11-16 10:00,8.641784991
tỉnh Khánh Hòa | Cam An,tỉnh Khánh Hòa,Cam An,2025-11-16 10:00,8.104383589
tỉnh Khánh Hòa | Cam Hiệp,tỉnh Khánh Hòa,Cam Hiệp,2025-11-16 10:00,13.15979299
tỉnh Khánh Hòa | Cam Linh,tỉnh Khánh Hòa,Cam Linh,2025-11-16 10:00,7.603923356
tỉnh Khánh Hòa | Cam Lâm,tỉnh Khánh Hòa,Cam Lâm,2025-11-16 10:00,10.82341848
tỉnh Khánh Hòa | Cam Ranh,tỉnh Khánh Hòa,Cam Ranh,2025-11-16 10:00,8.228035657
tỉnh Khánh Hòa | Cà Ná,tỉnh Khánh Hòa,Cà Ná,2025-11-16 10:00,1.155983223
tỉnh Khánh Hòa | Công Hải,tỉnh Khánh Hòa,Công Hải,2025-11-16 10:00,6.120087394
tỉnh Khánh Hòa | Diên Khánh,tỉnh Khánh Hòa,Diên Khánh,2025-11-16 10:00,9.959938016
tỉnh Khánh Hòa | Diên Lâm,tỉnh Khánh Hòa,Diên Lâm,2025-11-16 10:00,9.20126112
tỉnh Khánh Hòa | Diên Lạc,tỉnh Khánh Hòa,Diên Lạc,2025-11-16 10:00,10.07894219
tỉnh Khánh Hòa | Diên Thọ,tỉnh Khánh Hòa,Diên Thọ,2025-11-16 10:00,10.24995534
tỉnh Khánh Hòa | Diên Điền,tỉnh Khánh Hòa,Diên Điền,2025-11-16 10:00,8.548754375
tỉnh Khánh Hòa | Hòa Thắng,tỉnh Khánh Hòa,Hòa Thắng,2025-11-16 10:00,2.635709802
tỉnh Khánh Hòa | Khánh Sơn,tỉnh Khánh Hòa,Khánh Sơn,2025-11-16 10:00,8.880007109
tỉnh Khánh Hòa | Khánh Vĩnh,tỉnh Khánh Hòa,Khánh Vĩnh,2025-11-16 10:00,9.929221048
